github,predecessor,treatment,codehealth,codehealth_diff,coverage,coverage_diff,test_runs,measured_time,estimated_time,entry-demo-1,entry-demo-2,entry-demo-3,entry-demo-4,entry-demo-5,entry-ai-1,entry-ai-2,entry-ai-3,entry-ai-4,entry-ai-5,entry-ai-6,entry-ai-7,entry-ai-8,entry-ai-9,entry-ai-10,entry-date,exit-uninterrupted,exit-used-ai,exit-ai-text,exit-ai-frequency,exit-resemblance,exit-tools-text,exit-space-1,exit-space-2,exit-space-3,exit-space-4,exit-space-5,exit-space-6,exit-space-7,exit-space-8,exit-space-9,exit-space-10,exit-final-text,exit-date,email-text,gh-commits,gh-additions,gh-deletions,gh-changes,gh-changed-files,gh-adds-unit-test,gh-adds-behavioural-test,gh-adds-functional,gh-adds-sql,gh-adds-logging,gh-adds-exception-handling,gh-adds-dependency,clean_time,pp_mean
anon023,anon078,ai,8.66,0.43,0.71,0.0,5.0,635784.0,23400.0,Man,50-59,Australia,Professional,Advanced,Yes,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,26/11/2024 23:32:53,"Yes, but breaks",No,,,5.0,,4.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,4.0,3.0,"I initially went down a rabbit hole for quite a long time attempting to use the JPA tooling to implement the filtering in sql rather than load the complete list and filter in memory but for various reasons solving the problem in the manner whilst a better solution would have taken a much stronger understanding of that tool than I had time to put in.  As a consequence I ended up rushing the solution a little. 

I added some notes to the project about how to use the facility I built and about future optimisations the could be done.

On reflection I should have added more tests rather than relying on the existing tests to cover the new code. If I had taken a longer break and the reviewed the work this is something I would have done. In fact I went and added new tests anyway just couldn’t commit them back because the repo was locked.

Thanks for the opportunity to participate in the study. I really enjoyed the challenge and it gave me some things to reflect on that I could have done better. Which is always valuable.",1/2/2025 23:41:35,"You're more than welcome. I very much enjoyed participating and would like to thank you for the opportunity to participate. I am very much looking forward to seeing the results of your research. To qualify the timeline; I was originally supposed to submit the code on the 25th december but because of xmas commitments i applied for an extension of a week. what i didn't realise was that the week was measured from when I applied for the extension, not from the original deadline. I didn't realise this until just before the new deadline.* I applied for the extension and checked the code out on the 23rd dec * I realised on about the 29th dec that the new deadline was in fact the 30th dec
* I worked on the solution in two sessions on the 30th dec. I initially attempted to use the ORM to perform the filtering rather than the in memory filtering method that the original code used. After having worked on this method for a few hours I realised the solution would take more time than I had (possibly due to my lack of knowledge of the ORM used) and that it was probably beyond the originally envisioned scope of the changes. So instead I opted to generalise and simplify the process of the in memory filtering instead as this seemed to be more inline with what was expected. All the commits I made to the repo took place on the 30th Dec between about 3:30pm and 5:00pm. all these commits were for the second solution as I discarded the initial experiments with the ORM based changes. To give you a breakdown of the total time I spent on the task. * I worked for about 4 hours on the ORM based filtering (between 10:00am and 2:00pm) * I then designed and implemented the final solution in about 2.5 hours (between 3:00pm and 5:00pm) meaning the total time i spent on the solution was 6.5 hours. The reason I felt rushed was more due to how late I started the task because I had misunderstood the deadline change date and so originally thought I had another day to work on the task. I was also unsure if the dates/times were local (and if so who's local) or whether they were UTC.  I didn't want to miss the submission date but with the extra day I would have reviewed the changes again with a little more distance and added some more test cases, but as I said I opted not to do this to avoid potentially missing the submission deadline. I hope this helps you understand where the time pressure came from and my thought patterns. Happy to answer any other questions you may have. Thank you so much again for the opportunity to participate.",11.0,172.0,52.0,224.0,11.0,False,True,True,False,False,False,False,23400.0,3.9
anon089,anon076,ai,8.38,-0.02,0.69,-0.01,35.0,9684.0,,Man,40-49,Thailand,Professional,Intermediate,Yes,3.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,15/11/2024 04:58:31,Yes,No,,,2.0,,5.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,,12/3/2024 2:30:40,,2.0,29.0,0.0,29.0,3.0,False,False,False,False,False,False,False,9684.0,3.5
anon079,anon076,ai,8.25,-0.15,0.7,0.0,43.0,26709.0,10800.0,Man,30-39,India,Professional,Advanced,Yes,2.0,3.0,3.0,5.0,4.0,4.0,2.0,,3.0,15/11/2024 03:18:36,"Yes, but breaks",No,,,4.0,,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,"As far as I remember, I mostly worked on the task in the afternoon in 2 sessions. I feel the actual time I spent in coding without considering the breaks should be about 3 hours.",12/3/2024 2:37:58,,19.0,473.0,246.0,719.0,7.0,True,False,True,False,False,False,False,10800.0,3.7
anon030,anon045,human,8.42,0.11,0.69,0.0,9.0,5872.0,,Man,50-59,United States,Professional,Beginner,Yes,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,22/11/2024 14:20:39,Yes,No,,,4.0,,5.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,"I don't frequently use git/github, so figuring out how to correctly push the solution was the hardest part of the task.  The actual coding part was nearly trivial.  But the development loop was awful.  The pages and pages of output from the compile/tests was crazy and slow.  IF this were a real project, I'd want to optimize the output to focus on the actual test results, and minimize the cycle time, before putting more effort into the project.",12/17/2024 17:08:08,,1.0,21.0,3.0,24.0,3.0,False,False,False,False,False,False,False,5872.0,4.5
anon016,anon045,human,8.42,0.11,0.68,-0.01,,15663.0,,Man,50-59,Spain,Professional,Advanced,Yes,1.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,22/11/2024 12:59:23,,,,,,,,,,,,,,,,,,,,3.0,104.0,71.0,175.0,3.0,False,False,True,False,False,False,False,15663.0,
anon086,anon072,human,8.48,0.03,0.71,0.01,6.0,12750.0,10800.0,Man,40-49,Australia,Professional,Advanced,Yes,1.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,2.0,19/11/2024 21:15:32,"Yes, but breaks",No,,,5.0,,4.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,4.0,3.0,,12/16/2024 12:24:07,3 hours. I had half an hour break to do some chores. Sorry if it complicates things.,5.0,637.0,391.0,1028.0,14.0,True,False,True,False,False,False,False,10800.0,4.4
anon065,anon060,human,8.42,0.13,0.65,-0.01,5.0,4768.0,,Man,40-49,Romania,Professional,Advanced,Yes,1.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,19/11/2024 10:08:25,Yes,No,,,5.0,,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,1.0,,12/26/2024 17:34:10,,1.0,27.0,3.0,30.0,3.0,False,False,False,False,False,False,False,4768.0,4.5
anon042,anon060,human,8.38,0.09,0.59,-0.07,3.0,90659.0,32400.0,Man,50-59,Italy,Professional,Advanced,No,,,,,,,,,,15/11/2024 17:30:52,No,No,,,3.0,,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,"I found the project somewhat naive. It seems to have been created by inexperienced personnel. I completed the task and limited myself to an initial iteration, focusing on improving the most critical aspects, particularly regarding the organization of packages and dependency management. There will be room for further significant improvements as the project grows.",12/27/2024 15:17:26,I did two work sessions for a total duration of 9 hours.,10.0,703.0,749.0,1452.0,27.0,True,False,True,False,False,False,False,32400.0,3.6
anon048,anon029,human,8.39,0.09,0.7,0.01,10.0,15779.0,15779.0,Man,40-49,United States,Professional,Intermediate,Yes,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,05/01/2025 23:41:16,"Yes, but breaks",No,,,4.0,,5.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,It was challenging to avoid AI assistance during web searches for information.,1/30/2025 1:15:30,"I did feel that I was able to accomplish the task in, what I would consider, a typical ""block of time"" consistent with how I've performed engineering tasks, in an environment I am unfamiliar with (e.g. looking at the contents of an existing application for the first time)

During my 4.5 hour session, I would 'bucket' my time accordingly:

    1.5 hours to ""get the toolbench in a working state"" - this included tasks like: (1) provisioning my labtop to work with the right Java version, (2) setting up the IDE to work with the codebase and the testing system in the project itself
    1 hour of ""research"" on the development stack - this included tasks like: (1) searching the internet for formal language documentation, such as Java technical documentation and the Spring framework documentation, (2) searching for context specific questions on sites like StackOverflow and other sites that Google search returned.
    1.5 hour of ""implementation"" - which was largely a TDD style development loop of (1) author a small test for new functionality, (2) author functional code to make the test pass, (3) refactor the functional code for better performance and reusability.
    .5 hour of 'break time'


I would describe my 4.5 hour session as moving between those three distinct states (fix something in the toolbench, implement a small piece, research something, fix the toolbench, research something, fix the toolbench again, implement, etc...).  The ""3 commits"" you reference are likely key milestones when I cycled through each of those distinct states, and achieved what I believed was a logical incremental step towards the overall goal.  The .5 ""break time"" then was time inbetween those states (getting coffee, getting up and moving around, etc...)",3.0,228.0,4.0,232.0,5.0,True,False,True,False,False,True,False,15779.0,3.4
anon135,anon075,human,8.26,0.02,0.65,-0.05,5.0,6743.0,,Man,20-29,United States,Professional,Intermediate,Yes,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,18/11/2024 21:56:28,Yes,No,,,4.0,,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,It was a fun challenge and most of the information I was looking for pertained to refreshing my knowledge of Java,12/18/2024 2:35:07,,1.0,7.0,0.0,7.0,2.0,False,False,False,False,False,False,False,6743.0,4.7
anon144,anon058,human,8.59,0.01,0.72,-0.01,1.0,102986.0,10800.0,Man,40-49,United Kingdom,Professional,Advanced,Yes,2.0,3.0,3.0,4.0,4.0,1.0,5.0,2.0,2.0,11/12/2024 15:52:39,No,No,,,5.0,,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,Initially I found it difficult to make the demo work as there seemed to be a conflict with database versions. Once I had time to sort that out the next day I got on with the task. When I started the task properly the next day I was able to work uninterrupted.,31/01/2025 21:38:53,"In total I think I spent about 2.5 hours on the actual task (the whole of the Saturday morning, if you can see that from the commit history). I had some initial set up issues the previous day and couldn’t get the project to build correctly. I probably spent 45 mins in total messing mainly with IntelliJ config on Friday, but I didn’t start the task that day. I’m afraid I misread the instructions, so I didn’t  realise until it was too late that it should’ve been completed in a single sitting. Please accept my apologies for mucking up your data",21.0,206.0,209.0,415.0,12.0,True,False,True,False,False,False,False,10800.0,4.9
anon108,anon117,human,8.36,0.02,0.69,0.0,8.0,5229.0,,Man,40-49,Netherlands,Professional,Advanced,Yes,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,15/12/2024 11:36:53,Yes,No,,,4.0,,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,,1/2/2025 15:03:01,,14.0,148.0,6.0,154.0,4.0,False,False,False,False,False,False,False,5229.0,3.9
anon055,anon036,ai,8.27,0.1,0.7,0.0,6.0,5160.0,,Man,50-59,United States,Professional,Intermediate,No,,,,,,,,,,15/11/2024 22:52:36,Yes,No,,,4.0,,5.0,4.0,3.0,1.0,4.0,4.0,5.0,4.0,3.0,2.0,,12/16/2024 16:36:53,,1.0,69.0,10.0,79.0,5.0,False,False,False,False,False,False,False,5160.0,4.1
anon145,anon036,ai,8.77,0.6,0.59,-0.11,5.0,174173.0,25200.0,Man,40-49,Lithuania,Professional,Advanced,No,,,,,,,,,,18/11/2024 08:57:09,"Yes, but breaks",No,,,5.0,,5.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0,5.0,2.0,,12/17/2024 12:36:30,"Regarding my attempt - the first one I struggled to actually launch the project (build, tests etc.). It took few hours for me to find out the reason, which was not in the project files, but rather some issues with my network settings. And this first evening I spent time troubleshooting problems, but not actually analyzing the code. That's why the actual attempt to refactor happened next day. It still took a bit longer than initial estimate. If I remember correctly, I spent about 7 hours, with short (maybe 20 min) coffee break. I was refactoring test code as well (for me that is also a production code), refactoring only the main service would be significantly faster. I was also working after my full-time work, late it the evening/night, so that probably did not help with the speed as well :)",74.0,703.0,562.0,1265.0,29.0,True,False,True,False,True,False,False,25200.0,4.4
anon091,anon018,human,8.72,0.09,0.74,0.0,9.0,7085.0,,Man,40-49,Finland,Professional,Advanced,Yes,4.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,3.0,14/11/2024 07:29:02,Yes,No,,,5.0,,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,"The experiment could have benefitted from providing a docker environment to run the tests and the program. I didn't want to start installing Java on my machine. It took me a while to set it up, especially as I am not that familiar with modern Java development.",12/2/2024 18:03:44,,4.0,227.0,3.0,230.0,7.0,False,False,False,False,False,False,False,7085.0,3.6
anon069,anon018,human,8.67,0.04,0.74,0.0,16.0,1853771.0,12600.0,Man,40-49,Bulgaria,Professional,Advanced,Yes,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,14/11/2024 10:59:31,No,No,,,4.0,,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,1.0,I'm happy to be part of the experiment. It's important to have data points.,12/31/2024 10:05:44,"First I had two sittings, 2h and 0.5h. After these I realised that I'm working off of the wrong branch - main - and solving for the wrong thing. After a few days I had one more sitting, less than 1h, where I solved the problem I was supposed to solve. At this point I already had some experience with the code so I guess it would have taken me more than 1h otherwise. I'm sorry that I'm adding some noise to the experiment but that's how things happened for me.",2.0,67.0,11.0,78.0,6.0,True,False,False,False,False,False,False,12600.0,4.6
anon044,anon074,human,8.47,0.29,0.68,-0.03,3.0,601178.0,3600.0,Man,40-49,Belgium,Professional,Intermediate,Yes,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,14/11/2024 11:54:14,Yes,No,,,3.0,,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,,1/19/2025 10:24:31,,1.0,51.0,39.0,90.0,3.0,False,False,True,False,False,False,False,3600.0,4.0
anon092,anon150,human,8.3,0.06,0.7,-0.02,5.0,3319.0,,Man,30-39,Hungary,Professional,Intermediate,No,,,,,,,,,,15/11/2024 16:43:48,Yes,No,,,3.0,,4.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,3.0,1.0,,12/11/2024 14:38:34,,1.0,17.0,1.0,18.0,2.0,False,False,False,False,False,False,False,3319.0,4.5
anon077,anon125,human,8.24,0.24,0.71,0.02,3.0,54386.0,,Man,40-49,Mexico,Professional,Advanced,Yes,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,24/11/2024 03:26:37,Yes,No,,,5.0,SonarQube,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,"I'm very used to TDD so finding no to very few tests, specially unit tests, is somewhat frustrating. I understand the goals of the exercise and at the same time lack of tests is still very common",12/26/2024 21:56:11,,2.0,204.0,64.0,268.0,4.0,True,True,True,False,False,False,False,54386.0,4.3
anon146,anon008,human,8.2,0.03,0.72,-0.01,3.0,5297.0,,Man,30-39,United Kingdom,Professional,Advanced,No,,,,,,,,,,11/10/2024 21:23:59,Yes,No,,,5.0,,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,,12/3/2024 22:24:25,,1.0,80.0,39.0,119.0,4.0,False,False,True,False,False,True,False,5297.0,5.0
anon020,anon015,human,8.34,0.1,0.7,-0.01,5.0,2887.0,,Man,30-39,Netherlands,Professional,Intermediate,Yes,4.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,03/12/2024 16:48:20,Yes,No,,,4.0,,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,,1/6/2025 22:49:13,,1.0,10.0,1.0,11.0,2.0,False,False,False,False,False,False,False,2887.0,4.1
anon095,anon015,human,8.34,0.1,0.7,-0.01,14.0,8471.0,,Man,40-49,Netherlands,Professional,Advanced,Yes,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,06/12/2024 15:36:14,Yes,No,,,3.0,Postman,4.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,The task was absolutely trivial. I copied and pasted two methods and I amended couple of lines of code. I have spend more time configuring my environment to use my GitHub account and searching for a line in pom.xml to allow unit tests to complete. I can hardly call it a coding exercise.,12/26/2024 16:11:11,,1.0,10.0,2.0,12.0,2.0,False,False,False,False,False,False,False,8471.0,3.9
anon014,anon015,human,8.33,0.09,0.7,-0.01,1.0,1166364.0,43200.0,Man,30-39,United States,Professional,Beginner,No,,,,,,,,,,17/11/2024 00:20:25,No,No,,,4.0,,2.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,,1/7/2025 3:13:12,"It was at least 6 hours. I don't have a lot of confidence in the exact amount of time. I also spent about 6 additional hours on non-essential environment setup tasks (i.e. Containerizing the app so I didn't have to run a JDK locally). In case this is relevant, I am not primarily a Java developer, and this was my first time working with a Java web application.",3.0,33.0,2.0,35.0,4.0,False,False,False,False,False,False,False,43200.0,2.7
anon131,anon015,human,8.55,0.31,0.71,0.0,4.0,17044.0,9000.0,Man,30-39,Netherlands,Professional,Advanced,Yes,3.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,15/11/2024 16:09:10,"Yes, but breaks",No,,,4.0,SonarQube,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,,12/27/2024 6:22:22,Thanks for reaching out. It took me two sessions of more than an hour to complete the task. I would say it took me not more than 2.5 hours to complete the task.,1.0,199.0,165.0,364.0,11.0,False,False,True,False,True,False,False,9000.0,3.4
anon053,anon111,human,8.65,0.14,0.69,-0.01,6.0,7745.0,,Man,40-49,United Kingdom,Professional,Advanced,No,,,,,,,,,,11/10/2024 15:10:17,Yes,No,,,5.0,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,"I'm not sure if it was intended, but the solution branch wasn't working, there were a bunch of duplicated classes that broke the app, it was something to do with the Spring configuration. It took me a few minutes to fix it, not because it was difficult to do, but because I wasn't sure if it was supposed to be broken and also because I wasn't sure which one of the set of duplicated classes I weren't supposed to be there. I was going to send an email or a message in Slack to see what was going on, but because it was ""easy to fix"" I just carried on and finish it.",12/2/2024 16:03:06,,1.0,109.0,854.0,963.0,18.0,True,False,True,False,False,False,False,7745.0,3.8
anon104,anon061,human,8.54,0.04,0.7,-0.02,5.0,2971.0,,Man,20-29,Germany,Professional,Intermediate,Yes,4.0,3.0,4.0,4.0,4.0,2.0,,3.0,3.0,02/12/2024 14:51:43,Yes,No,,,4.0,,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,,1/29/2025 12:21:23,,1.0,38.0,3.0,41.0,3.0,False,False,True,False,False,True,False,2971.0,3.9
anon101,anon063,human,8.25,0.13,0.71,-0.01,2.0,3160.0,,Man,20-29,Brazil,Professional,Intermediate,Yes,2.0,,2.0,4.0,4.0,3.0,2.0,3.0,3.0,01/12/2024 20:41:56,Yes,No,,,4.0,,4.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,1.0,"The task was extremely simple, only requiring less than 10 lines of code, and had a clear prior standard. I felt there was no room for creative thinking or really any problem solving at all",12/26/2024 16:01:01,,1.0,19.0,17.0,36.0,3.0,False,False,False,False,False,False,False,3160.0,3.7
anon010,anon114,human,8.6,0.09,0.7,-0.01,15.0,102541.0,25200.0,Man,40-49,Russian Federation,Professional,Intermediate,No,,,,,,,,,,05/12/2024 9:54:56,"Yes, but breaks",No,,,4.0,,5.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,Big thanks to creators and organizers of this Code Challenge ! I look forward to (see) the results of the study .,12/27/2024 8:07:53,"As I recall couple of last commits were kinda optional (as my changes already passed test) still overall my performance was about two times slower than suggested 3 hours to complete the task the reason or main contributor to this that I did lots of research / googling for unfamiliar APIs from my point of view I often get the picture of what should be done in principal on high abstract level but specifics of implementation requires browsing docs and examples (in part or as additional challenge slower development was due to fact that I did not use any IDE, like IntelliJ or even VS Code only plain TextEditor from Ubuntu) .",11.0,74.0,7.0,81.0,2.0,False,False,False,False,False,False,False,25200.0,4.0
anon040,anon041,human,8.26,0.07,0.7,0.0,12.0,14569.0,14400.0,Man,60-69,Sweden,Professional,Intermediate,Yes,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,02/01/2025 15:27:51,"Yes, but breaks",No,,,4.0,,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,I am not 100% satsified with my solution even if it passes the test cases. It contains a rounding problem,1/14/2025 16:53:38,Jag hade dock en hel del  andra saker som jag behövde ägna under den tiden men nu minns jag inte. Jag brukar läsa och sedan göra lite annat för att smälta informationen och det gjorde nog att det gick relativt snabbt denna gången också. Det jag minns är att jag gick ifrån ganska många gånger (5-10) under tiden som jag gjorde uppgiften. Först kändes det som det var besvärligt att lösa det men sedan gick det relativt snabbt. Skulle kunna tänka mig att jag satt effektivt med uppgiften ca 2h. Men jag minns inte så bra så ni får ta de 2 h med en nypa salt samtidigt så kanske det ändå är 4h ni ska räkna med tanke på att jag alltid brukar göra så. Minns tex att när jag var på Ericsson så brukade jag säga till mina chefer att jag behövde ta en promenad längs stranden i Bjärred (där jag bodde vid den tiden). Jag kunde gå där flera timmar en eftermiddag och bara vila hjärnan och sedan föll mycket på plats.,1.0,20.0,2.0,22.0,2.0,False,False,False,False,True,True,False,14400.0,4.3
anon102,anon142,human,8.4,0.05,0.69,-0.01,8.0,2218.0,,Man,20-29,Israel,Professional,Intermediate,Yes,2.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,13/11/2024 22:22:15,Yes,No,,,4.0,,4.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,"I think three hours was a bit too much to allocate for a task like this, to be honest. Other than that, great stuff. Hope you find this research helpful, and waiting for the results",11/29/2024 17:20:08,,1.0,24.0,4.0,28.0,2.0,False,False,False,False,False,False,False,2218.0,4.5
anon084,anon017,human,8.15,-0.08,0.67,-0.03,1.0,34324.0,27000.0,Man,30-39,United Kingdom,Professional,Intermediate,No,,,,,,,,,,15/11/2024 00:44:27,No,No,,,1.0,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,Regarding Q2: I did 5 hrs focussed work then had to take a 2 hr break then did 2.5 hrs work to finish off.,12/9/2024 14:22:28,,6.0,216.0,81.0,297.0,10.0,False,False,True,False,False,True,False,27000.0,3.6
anon067,anon080,human,8.56,0.15,0.65,0.09,12.0,10358.0,,Man,30-39,United States,Professional,Intermediate,Yes,1.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,14/11/2024 06:58:42,Yes,No,,,3.0,,5.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,1.0,"The biggest thing I was left feeling was an indecision on how far to take quality refactors/changes. If I was working on a real problem for a real client, I probably would've needed to have discussions about desirable performance characteristics, etc. that weren't possible here. That information could inform how far to take (and in what direction to take) additional changes (databases, etc)",12/6/2024 16:50:54,,11.0,404.0,47.0,451.0,10.0,True,False,True,False,False,False,False,10358.0,4.4
anon068,anon080,human,8.62,0.21,0.59,0.03,1.0,9110.0,9110.0,Woman,40-49,Sweden,Professional,Intermediate,No,,,,,,,,,,14/11/2024 06:58:06,"Yes, but breaks",No,,,4.0,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,I missed Gen AI when I couldn't work out the syntax for an unfamiliar tool/language - html5. Other than that other tools worked fine.,12/11/2024 15:59:38,"I must have checked the wrong box then - I did the coding in one uninterrupted session, and 2.5 hours sounds about right.",12.0,399.0,180.0,579.0,21.0,True,False,True,False,False,False,False,9110.0,3.6
anon059,anon013,human,8.32,0.1,0.66,0.0,41.0,13893.0,,Man,30-39,Germany,Researcher,Beginner,No,,,,,,,,,,14/11/2024 21:38:39,Yes,No,,,1.0,,5.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,4.0,2.0,"As a C++ developer for embedded systems, Java is not my first everyday language. I had to do some functions earlier with it, and that is how faar my knowledge is with it. Such as, I also don't have any good IDE refactoring tool support for it. Figuring out the tools, environment and project structure took considerable time in the beginning. Not knowing language idioms and best practices slowed down the refactoring part and kept me from doing more.",12/6/2024 9:58:03,,6.0,161.0,96.0,257.0,3.0,False,False,True,False,False,False,False,13893.0,4.0
anon120,anon116,human,8.87,0.32,0.74,0.03,12.0,92064.0,21600.0,Man,40-49,United Kingdom,Professional,Advanced,No,,,,,,,,,,11/10/2024 13:26:37,No,No,,,5.0,,5.0,5.0,5.0,1.0,4.0,5.0,3.0,5.0,3.0,3.0,Would be nice to know more about the study and how this exercise helps it,12/2/2024 15:48:13,"I think it was done over two evenings, about 3 hours each so 6 hours.",1.0,403.0,261.0,664.0,11.0,True,False,False,False,False,False,True,21600.0,4.3
anon096,anon124,human,8.32,0.05,0.69,-0.01,3.0,12002.0,,Man,40-49,Latvia,Professional,Beginner,Yes,1.0,4.0,4.0,,3.0,3.0,3.0,3.0,,07/01/2025 6:12:05,No,No,,,1.0,,3.0,1.0,5.0,4.0,4.0,2.0,1.0,5.0,3.0,2.0,"I was and still am frustrating regarding requirement regarding ""quality. I was not sure how to ballance creation of new requirement with existing tests.  So, round ine - make it work is done at best I could. But see need for round 2 to finetune the solution.",1/22/2025 7:08:31,,7.0,72.0,6.0,78.0,3.0,True,False,True,False,False,False,False,12002.0,3.0
anon025,anon019,human,8.54,0.16,0.72,0.01,6.0,2124109.0,,Man,40-49,Germany,Professional,Intermediate,Yes,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,22/11/2024 22:03:44,No,No,,,4.0,SonarQube,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,2.0,,1/19/2025 17:31:11,,7.0,238.0,181.0,419.0,11.0,True,False,False,False,False,False,True,,4.1
anon140,anon019,human,8.59,0.21,0.71,0.0,8.0,16006.0,12600.0,Man,60-69,United States,Professional,Intermediate,No,,,,,,,,,,23/11/2024 21:12:03,"Yes, but breaks",No,,,4.0,,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,"There wasn't much detail on the nature of the dissatisfaction with the existing work and how to deal with it while adding features. I did refactor areas that I needed to touch while adding the assigned feature. 

Thank you for this opportunity to participate.",12/26/2024 20:02:52,,5.0,177.0,88.0,265.0,9.0,True,False,True,False,False,False,False,12600.0,4.4
anon038,anon019,human,8.49,0.11,0.71,0.0,12.0,906861.0,14400.0,Man,40-49,Argentina,Professional,Intermediate,Yes,3.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,01/12/2024 5:49:11,No,No,,,4.0,,5.0,5.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,1.0,,12/26/2024 15:49:51,"I could not complete everything in an uninterrupted session because of the holidays. My estimate on the total time spent would be about 4 hours, including familiarization with the codebase, code changes, and testing.",4.0,52.0,22.0,74.0,3.0,False,False,False,False,False,False,False,14400.0,4.5
anon138,anon056,human,8.39,0.11,0.7,-0.01,3.0,870038.0,,Man,30-39,Norway,Professional,Intermediate,Yes,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,14/11/2024 12:25:53,,,,,,,,,,,,,,,,,,,,3.0,13.0,2.0,15.0,2.0,False,False,False,False,True,False,False,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
